order_id,customer_id,customer_age,customer_gender,city,state,product_id,product_category,brand,quantity,unit_price,discount_percent,coupon_used,payment_method,order_status,customer_rating,delivery_days,customer_tenure_months,is_repeat_customer,warehouse,sales_channel,profit_margin_percent,returned_flag,marketing_source,order_date,total_amount
ORD02756,CUST7980,46,Male,Hyderabad,TS,PROD268,Electronics,BrandC,5,2301.77,25,Yes,Card,Cancelled,2,11,45,0,WH-C,Website,22.8,0,Google,2025-10-20,8631.64
ORD02757,CUST8661,26,Female,Mumbai,DL,PROD180,Sports,BrandD,1,1482.59,30,No,Net Banking,Shipped,3,10,16,1,WH-A,Website,12.33,0,Direct,2025-01-11,1037.81
ORD02758,CUST2724,22,Female,Hyderabad,TS,PROD897,Home,BrandA,5,4286.07,10,No,Card,Shipped,4,6,59,1,WH-A,Website,6.33,1,Email,2024-06-17,19287.31
ORD02759,CUST9182,57,Male,Bangalore,TS,PROD309,Sports,BrandA,2,4363.91,0,Yes,UPI,Cancelled,1,14,21,1,WH-C,Mobile App,22.99,0,Google,2024-09-18,8727.82
ORD02760,CUST3767,28,Female,Bangalore,MH,PROD358,Electronics,BrandC,1,2323.01,30,Yes,COD,Cancelled,1,9,25,1,WH-B,Mobile App,17.54,0,Instagram,2025-11-16,1626.11
ORD02761,CUST2137,18,Other,Delhi,TS,PROD648,Electronics,BrandC,5,3509.64,20,No,Card,Delivered,5,3,5,0,WH-A,Mobile App,20.77,1,Direct,2025-12-12,14038.56
ORD02762,CUST5117,59,Other,Hyderabad,WB,PROD385,Fashion,BrandA,4,1909.39,20,Yes,COD,Delivered,5,9,1,0,WH-B,Website,11.73,0,Email,2025-09-30,6110.05
ORD02763,CUST4420,18,Male,Hyderabad,MH,PROD153,Home,BrandA,3,830.58,30,No,COD,Delivered,5,14,46,1,WH-B,Mobile App,11.5,0,Google,2025-06-07,1744.22
ORD02764,CUST6845,56,Female,Chennai,KA,PROD568,Books,BrandD,2,1675.27,10,No,UPI,Returned,3,13,32,0,WH-A,Mobile App,21.0,0,Email,2024-03-05,3015.49
ORD02765,CUST5778,63,Male,Chennai,KA,PROD468,Electronics,BrandD,4,3442.21,30,Yes,COD,Shipped,4,7,37,0,WH-C,Mobile App,12.9,1,Facebook,2024-02-20,9638.19
ORD02766,CUST4906,22,Other,Chennai,TS,PROD823,Fashion,BrandC,5,3870.11,0,Yes,Card,Returned,5,11,46,1,WH-C,Mobile App,11.35,0,Email,2025-09-24,19350.55
ORD02767,CUST4637,66,Male,Hyderabad,TS,PROD953,Electronics,BrandB,5,4273.11,5,Yes,COD,Delivered,4,13,20,0,WH-A,Website,10.09,1,Facebook,2025-09-12,20297.27
ORD02768,CUST3953,39,Male,Hyderabad,WB,PROD199,Fashion,BrandD,1,186.79,0,No,UPI,Cancelled,4,3,11,1,WH-A,Mobile App,19.79,1,Instagram,2024-10-10,186.79
ORD02769,CUST6929,43,Male,Bangalore,TN,PROD696,Sports,BrandD,4,2483.39,15,No,Net Banking,Shipped,5,1,33,1,WH-B,Mobile App,26.19,1,Google,2025-12-16,8443.53
ORD02770,CUST1276,23,Male,Kolkata,MH,PROD824,Fashion,BrandB,5,1442.22,30,No,Card,Returned,4,5,36,0,WH-B,Website,19.44,0,Facebook,2025-07-15,5047.77
ORD02771,CUST2999,49,Other,Delhi,WB,PROD875,Books,BrandD,1,3451.4,20,No,UPI,Returned,1,10,32,0,WH-A,Website,37.18,1,Facebook,2025-05-23,2761.12
ORD02772,CUST2227,65,Male,Bangalore,TS,PROD697,Sports,BrandB,3,1302.12,25,No,Card,Delivered,4,12,19,0,WH-B,Website,27.84,1,Direct,2025-01-07,2929.77
ORD02773,CUST7337,28,Male,Chennai,TS,PROD674,Beauty,BrandB,3,2874.77,15,No,Net Banking,Cancelled,4,14,39,0,WH-B,Mobile App,18.63,1,Google,2024-05-27,7330.66
ORD02774,CUST4735,27,Female,Bangalore,TS,PROD546,Electronics,BrandA,1,3588.62,15,No,COD,Delivered,1,2,44,1,WH-B,Website,18.06,0,Google,2024-04-21,3050.33
ORD02775,CUST1695,64,Male,Bangalore,TS,PROD291,Beauty,BrandB,4,3873.32,5,No,UPI,Delivered,1,2,45,1,WH-A,Website,15.07,1,Facebook,2024-09-12,14718.62
ORD02776,CUST5152,56,Female,Bangalore,DL,PROD513,Home,BrandB,1,1420.39,20,Yes,Net Banking,Cancelled,2,13,57,0,WH-C,Mobile App,16.66,0,Facebook,2025-07-08,1136.31
ORD02777,CUST8901,51,Male,Chennai,TS,PROD581,Beauty,BrandC,1,530.38,0,No,Card,Delivered,2,5,18,1,WH-B,Website,17.76,1,Direct,2024-02-22,530.38
ORD02778,CUST8470,48,Female,Kolkata,TS,PROD192,Fashion,BrandC,4,1171.7,25,No,COD,Returned,5,10,36,1,WH-C,Website,14.97,1,Facebook,2025-02-12,3515.1
ORD02779,CUST8537,29,Male,Mumbai,DL,PROD352,Fashion,BrandC,3,3035.74,10,Yes,Net Banking,Cancelled,3,5,42,0,WH-B,Website,8.55,1,Instagram,2024-02-24,8196.5
ORD02780,CUST3841,68,Female,Delhi,TN,PROD749,Home,BrandD,5,298.2,30,No,COD,Returned,4,10,24,1,WH-A,Website,21.97,0,Direct,2025-01-31,1043.7
ORD02781,CUST5208,61,Male,Delhi,KA,PROD660,Home,BrandC,3,878.42,20,Yes,UPI,Delivered,4,7,32,0,WH-C,Website,20.82,0,Direct,2024-01-18,2108.21
ORD02782,CUST9733,33,Male,Bangalore,TS,PROD732,Electronics,BrandA,4,4977.83,15,No,Net Banking,Cancelled,3,6,9,1,WH-A,Website,30.4,0,Facebook,2025-01-18,16924.62
ORD02783,CUST2088,55,Female,Kolkata,TS,PROD138,Fashion,BrandA,2,1973.42,15,No,Net Banking,Returned,5,3,53,1,WH-A,Website,37.05,0,Email,2025-05-10,3354.81
ORD02784,CUST4363,20,Male,Chennai,WB,PROD645,Home,BrandA,4,2532.98,30,Yes,COD,Returned,4,12,24,1,WH-C,Website,26.43,0,Facebook,2024-12-31,7092.34
ORD02785,CUST1024,19,Male,Mumbai,MH,PROD457,Books,BrandD,3,153.94,30,No,COD,Returned,2,3,15,0,WH-A,Mobile App,30.56,0,Facebook,2025-06-11,323.27
ORD02786,CUST7144,69,Male,Mumbai,WB,PROD877,Beauty,BrandB,3,3000.35,20,Yes,COD,Cancelled,4,5,47,1,WH-C,Mobile App,22.86,1,Facebook,2024-12-25,7200.84
ORD02787,CUST6668,22,Male,Bangalore,TS,PROD108,Fashion,BrandB,4,1693.96,30,Yes,UPI,Returned,1,2,46,0,WH-C,Website,19.15,0,Instagram,2024-12-20,4743.09
ORD02788,CUST5236,28,Other,Bangalore,TN,PROD287,Books,BrandA,4,2697.95,5,Yes,UPI,Shipped,4,3,45,0,WH-A,Mobile App,6.75,1,Email,2024-07-29,10252.21
ORD02789,CUST9068,42,Male,Chennai,WB,PROD707,Home,BrandB,4,2677.98,0,Yes,COD,Cancelled,4,10,22,1,WH-A,Website,18.28,1,Email,2025-02-07,10711.92
ORD02790,CUST3235,52,Other,Chennai,TN,PROD744,Electronics,BrandB,3,4840.54,25,No,Net Banking,Returned,1,11,34,0,WH-A,Website,22.91,0,Direct,2024-06-08,10891.22
ORD02791,CUST8295,52,Other,Hyderabad,TN,PROD774,Books,BrandB,1,1414.46,10,No,Card,Shipped,2,1,55,1,WH-A,Website,15.67,1,Instagram,2024-03-15,1273.01
ORD02792,CUST9392,39,Male,Chennai,TS,PROD238,Sports,BrandD,2,2895.12,25,No,Net Banking,Cancelled,1,1,59,1,WH-B,Website,17.86,0,Google,2025-02-17,4342.68
ORD02793,CUST9448,54,Female,Bangalore,TN,PROD397,Fashion,BrandB,1,1969.61,25,No,Net Banking,Returned,3,9,10,0,WH-B,Mobile App,17.18,1,Google,2025-12-23,1477.21
ORD02794,CUST4747,39,Female,Kolkata,WB,PROD179,Fashion,BrandB,3,2167.8,5,No,UPI,Cancelled,2,12,2,1,WH-B,Website,24.19,0,Instagram,2024-02-02,6178.23
ORD02795,CUST4175,28,Male,Bangalore,DL,PROD702,Fashion,BrandD,1,372.24,25,Yes,UPI,Shipped,4,3,42,0,WH-C,Website,38.65,1,Facebook,2024-08-11,279.18
ORD02796,CUST5897,49,Other,Bangalore,MH,PROD355,Fashion,BrandC,4,3473.42,25,Yes,UPI,Shipped,1,14,39,1,WH-C,Website,11.86,1,Google,2025-11-11,10420.26
ORD02797,CUST6037,52,Female,Mumbai,TN,PROD759,Sports,BrandA,5,1056.9,0,Yes,UPI,Delivered,1,5,42,1,WH-B,Website,17.41,0,Facebook,2025-01-21,5284.5
ORD02798,CUST8427,48,Male,Chennai,TS,PROD278,Sports,BrandD,4,2395.6,20,Yes,Net Banking,Cancelled,2,3,7,0,WH-C,Mobile App,39.85,1,Instagram,2024-01-05,7665.92
ORD02799,CUST9605,62,Male,Delhi,KA,PROD356,Books,BrandD,2,2227.92,5,Yes,UPI,Cancelled,1,14,1,1,WH-A,Website,18.46,0,Facebook,2025-02-13,4233.05
ORD02800,CUST3014,25,Other,Chennai,TN,PROD317,Books,BrandA,4,2393.89,25,Yes,COD,Returned,3,10,9,1,WH-C,Mobile App,32.55,0,Instagram,2024-05-25,7181.67
ORD02801,CUST2381,37,Female,Hyderabad,WB,PROD366,Electronics,BrandB,5,1940.18,10,No,UPI,Shipped,5,3,42,0,WH-A,Mobile App,18.79,1,Direct,2025-07-04,8730.81
ORD02802,CUST2098,59,Male,Kolkata,TN,PROD416,Fashion,BrandB,3,1287.69,0,No,COD,Returned,4,11,26,1,WH-B,Mobile App,22.24,0,Google,2024-04-30,3863.07
ORD02803,CUST4426,51,Female,Kolkata,KA,PROD690,Home,BrandD,1,2298.7,20,No,COD,Delivered,3,9,15,1,WH-A,Mobile App,32.04,0,Facebook,2024-10-27,1838.96
ORD02804,CUST4655,21,Male,Chennai,DL,PROD778,Beauty,BrandC,4,326.48,30,No,COD,Delivered,1,7,45,0,WH-B,Website,24.31,0,Direct,2024-12-23,914.14
ORD02805,CUST8938,35,Male,Chennai,WB,PROD715,Fashion,BrandA,1,1287.38,30,No,Card,Returned,5,10,57,0,WH-B,Mobile App,21.55,0,Google,2025-03-15,901.17
ORD02806,CUST1187,68,Male,Bangalore,WB,PROD915,Books,BrandC,2,3945.76,0,Yes,Card,Delivered,4,11,22,1,WH-C,Website,9.8,1,Instagram,2024-06-22,7891.52
ORD02807,CUST6409,21,Other,Delhi,TS,PROD949,Sports,BrandD,1,4229.82,10,No,Card,Delivered,3,12,23,0,WH-A,Website,39.97,1,Instagram,2024-06-21,3806.84
ORD02808,CUST3092,37,Other,Bangalore,WB,PROD383,Electronics,BrandC,2,3605.02,20,Yes,Card,Delivered,2,13,3,1,WH-B,Website,11.55,0,Instagram,2024-12-22,5768.03
ORD02809,CUST3130,26,Other,Mumbai,KA,PROD444,Fashion,BrandD,2,3199.56,15,No,Net Banking,Shipped,4,1,46,1,WH-A,Mobile App,20.77,0,Google,2025-06-18,5439.25
ORD02810,CUST6242,33,Female,Mumbai,WB,PROD826,Electronics,BrandA,4,4075.2,15,No,Card,Cancelled,2,11,11,1,WH-B,Website,26.86,1,Direct,2025-03-17,13855.68
ORD02811,CUST9549,43,Other,Kolkata,DL,PROD174,Home,BrandC,5,726.37,5,Yes,Card,Cancelled,4,2,56,0,WH-C,Website,6.84,0,Instagram,2025-07-01,3450.26
ORD02812,CUST6647,55,Other,Kolkata,MH,PROD836,Home,BrandC,1,2673.75,20,No,Card,Delivered,1,7,51,0,WH-A,Website,11.54,1,Email,2024-03-02,2139.0
ORD02813,CUST6185,42,Female,Delhi,MH,PROD435,Home,BrandA,2,669.95,30,Yes,COD,Delivered,3,1,22,0,WH-C,Website,33.06,0,Direct,2024-05-22,937.93
ORD02814,CUST6776,21,Female,Kolkata,TN,PROD903,Home,BrandA,2,3911.54,20,No,Net Banking,Returned,4,1,40,0,WH-C,Website,27.56,1,Instagram,2024-01-11,6258.46
ORD02815,CUST8913,58,Female,Hyderabad,MH,PROD954,Beauty,BrandD,2,2650.73,5,Yes,COD,Shipped,2,14,14,1,WH-B,Website,19.22,0,Direct,2024-11-04,5036.39
ORD02816,CUST8547,62,Female,Mumbai,KA,PROD681,Electronics,BrandD,3,4069.12,25,No,COD,Delivered,4,11,45,0,WH-A,Website,26.44,1,Instagram,2024-10-04,9155.52
ORD02817,CUST8823,58,Other,Delhi,MH,PROD462,Fashion,BrandD,1,4015.41,0,Yes,COD,Delivered,4,6,16,1,WH-C,Mobile App,20.52,1,Google,2025-10-31,4015.41
ORD02818,CUST8355,55,Other,Mumbai,KA,PROD289,Beauty,BrandD,1,2384.44,5,Yes,Net Banking,Delivered,4,10,34,1,WH-A,Mobile App,23.69,1,Email,2025-09-11,2265.22
ORD02819,CUST7465,36,Female,Chennai,KA,PROD571,Fashion,BrandD,2,2534.68,25,Yes,Net Banking,Cancelled,1,2,56,0,WH-B,Mobile App,20.06,1,Facebook,2025-05-14,3802.02
ORD02820,CUST2497,31,Other,Chennai,TN,PROD205,Sports,BrandA,1,238.51,20,No,Card,Returned,3,12,5,1,WH-A,Mobile App,6.58,0,Instagram,2025-10-19,190.81
ORD02821,CUST3555,38,Male,Delhi,MH,PROD169,Books,BrandC,1,2665.22,25,No,COD,Delivered,5,9,53,0,WH-B,Website,16.46,1,Google,2025-11-20,1998.92
ORD02822,CUST6409,32,Other,Bangalore,TN,PROD621,Beauty,BrandB,3,3419.58,15,Yes,COD,Returned,4,12,8,0,WH-B,Mobile App,22.51,0,Direct,2025-04-02,8719.93
ORD02823,CUST3951,20,Male,Hyderabad,WB,PROD313,Books,BrandB,2,1244.91,0,No,Net Banking,Shipped,4,7,2,1,WH-A,Mobile App,22.02,1,Instagram,2025-12-09,2489.82
ORD02824,CUST2238,54,Female,Hyderabad,DL,PROD616,Beauty,BrandD,1,4933.98,25,Yes,Net Banking,Shipped,1,7,11,1,WH-B,Website,7.21,1,Facebook,2025-04-23,3700.48
ORD02825,CUST5727,67,Female,Kolkata,MH,PROD127,Books,BrandB,5,4876.66,30,Yes,COD,Cancelled,2,10,51,0,WH-B,Website,32.31,1,Email,2024-06-09,17068.31
ORD02826,CUST4965,63,Other,Delhi,WB,PROD414,Books,BrandC,2,1485.87,20,Yes,Card,Returned,5,5,41,1,WH-B,Mobile App,18.2,1,Facebook,2025-11-26,2377.39
ORD02827,CUST6686,33,Female,Hyderabad,TS,PROD852,Sports,BrandC,1,3593.57,30,Yes,Net Banking,Returned,5,5,59,1,WH-C,Website,35.18,1,Email,2025-10-19,2515.5
ORD02828,CUST4701,31,Other,Kolkata,WB,PROD606,Books,BrandD,3,247.01,10,Yes,Net Banking,Returned,5,13,45,1,WH-C,Mobile App,19.29,0,Facebook,2025-03-17,666.93
ORD02829,CUST3780,26,Other,Mumbai,TN,PROD335,Beauty,BrandB,5,3362.19,30,Yes,Net Banking,Cancelled,1,3,41,1,WH-A,Mobile App,33.72,0,Direct,2025-01-04,11767.66
ORD02830,CUST8398,64,Other,Bangalore,TN,PROD191,Books,BrandA,4,3157.68,15,No,COD,Returned,5,8,41,1,WH-C,Mobile App,14.05,0,Email,2024-11-05,10736.11
ORD02831,CUST2588,24,Other,Kolkata,DL,PROD929,Electronics,BrandA,4,4128.58,15,Yes,COD,Delivered,2,11,51,1,WH-B,Mobile App,38.21,1,Instagram,2025-08-05,14037.17
ORD02832,CUST3368,31,Male,Chennai,DL,PROD956,Books,BrandD,5,1591.39,5,No,COD,Delivered,3,10,49,1,WH-C,Mobile App,12.64,0,Direct,2025-09-24,7559.1
ORD02833,CUST6789,23,Male,Chennai,DL,PROD462,Home,BrandC,4,4402.25,20,Yes,Card,Shipped,5,4,48,1,WH-C,Mobile App,11.25,0,Direct,2025-09-25,14087.2
ORD02834,CUST1436,38,Female,Mumbai,DL,PROD137,Books,BrandB,5,4304.08,20,No,COD,Delivered,4,14,23,1,WH-A,Website,13.73,1,Google,2025-02-08,17216.32
ORD02835,CUST3828,32,Male,Delhi,TN,PROD830,Fashion,BrandC,1,3381.05,30,Yes,COD,Cancelled,2,11,1,0,WH-B,Mobile App,8.14,0,Direct,2025-09-01,2366.74
ORD02836,CUST2556,69,Female,Kolkata,KA,PROD763,Sports,BrandD,4,2414.44,30,Yes,COD,Shipped,2,2,10,0,WH-A,Website,11.07,1,Instagram,2025-04-15,6760.43
ORD02837,CUST8570,25,Female,Mumbai,TN,PROD803,Home,BrandC,4,3130.17,5,Yes,Net Banking,Returned,5,13,6,1,WH-B,Website,8.18,0,Email,2024-05-23,11894.65
ORD02838,CUST8480,51,Other,Chennai,KA,PROD732,Beauty,BrandB,5,3676.8,20,Yes,UPI,Returned,4,14,3,1,WH-A,Website,11.93,0,Facebook,2025-07-07,14707.2
ORD02839,CUST1182,57,Other,Chennai,TN,PROD590,Electronics,BrandC,1,4878.73,20,No,Net Banking,Cancelled,2,13,19,0,WH-B,Website,9.97,0,Facebook,2024-04-06,3902.98
ORD02840,CUST8190,18,Other,Chennai,TS,PROD782,Books,BrandD,1,696.47,25,No,Card,Shipped,1,1,29,0,WH-C,Mobile App,32.09,1,Google,2025-09-29,522.35
ORD02841,CUST7687,49,Other,Bangalore,TN,PROD209,Books,BrandA,2,1634.06,15,No,UPI,Returned,5,4,15,0,WH-B,Website,26.05,1,Facebook,2025-06-20,2777.9
ORD02842,CUST6565,66,Other,Bangalore,DL,PROD243,Beauty,BrandA,2,3925.51,0,Yes,UPI,Shipped,4,2,23,1,WH-A,Website,15.34,0,Google,2025-02-05,7851.02
ORD02843,CUST8241,68,Other,Chennai,KA,PROD677,Sports,BrandB,1,2104.98,10,Yes,Card,Delivered,3,10,49,0,WH-C,Mobile App,6.66,1,Google,2025-05-10,1894.48
ORD02844,CUST8651,22,Male,Hyderabad,WB,PROD933,Beauty,BrandD,5,3395.15,10,No,COD,Shipped,2,6,8,0,WH-A,Mobile App,31.9,1,Direct,2025-12-22,15278.18
ORD02845,CUST6575,47,Female,Delhi,TS,PROD296,Electronics,BrandD,3,752.28,0,No,Net Banking,Returned,3,13,25,0,WH-B,Mobile App,32.65,0,Direct,2025-03-08,2256.84
ORD02846,CUST2589,39,Female,Bangalore,WB,PROD145,Books,BrandC,3,3574.89,10,Yes,Card,Returned,4,11,54,1,WH-A,Website,36.3,1,Direct,2024-03-20,9652.2
ORD02847,CUST9851,37,Other,Kolkata,TS,PROD248,Beauty,BrandA,2,3402.91,0,Yes,Card,Shipped,1,11,24,0,WH-C,Mobile App,21.82,0,Google,2024-01-27,6805.82
ORD02848,CUST1159,33,Male,Bangalore,WB,PROD671,Beauty,BrandB,4,2970.52,20,Yes,Card,Returned,4,10,38,1,WH-A,Website,37.43,0,Email,2024-07-20,9505.66
ORD02849,CUST7555,24,Other,Kolkata,DL,PROD237,Books,BrandB,3,3849.67,5,Yes,UPI,Returned,3,14,52,1,WH-B,Mobile App,31.55,0,Facebook,2025-06-19,10971.56
ORD02850,CUST9244,24,Male,Bangalore,WB,PROD589,Beauty,BrandB,4,4412.55,25,No,Net Banking,Returned,4,11,12,1,WH-A,Mobile App,5.16,1,Facebook,2025-10-25,13237.65
ORD02851,CUST7846,67,Male,Chennai,TN,PROD501,Books,BrandC,4,4163.58,20,No,Card,Shipped,4,10,1,1,WH-C,Mobile App,31.96,0,Email,2024-11-16,13323.46
ORD02852,CUST3307,67,Female,Kolkata,DL,PROD701,Beauty,BrandD,1,725.11,30,Yes,Net Banking,Returned,2,7,4,1,WH-C,Website,39.49,1,Direct,2024-06-08,507.58
ORD02853,CUST2228,19,Female,Delhi,WB,PROD823,Electronics,BrandB,3,3747.53,5,Yes,UPI,Cancelled,4,8,39,1,WH-B,Mobile App,31.25,1,Facebook,2025-08-07,10680.46
ORD02854,CUST8226,64,Male,Bangalore,DL,PROD780,Fashion,BrandC,3,2303.85,30,No,Net Banking,Delivered,1,1,30,0,WH-C,Website,38.79,0,Facebook,2025-01-23,4838.08
ORD02855,CUST6590,31,Female,Bangalore,TN,PROD724,Home,BrandB,4,1736.02,0,Yes,Card,Cancelled,2,11,34,1,WH-B,Mobile App,24.03,0,Instagram,2025-11-24,6944.08
ORD02856,CUST7919,48,Male,Chennai,DL,PROD440,Sports,BrandC,4,4410.28,30,Yes,UPI,Cancelled,1,9,56,0,WH-B,Website,18.77,0,Direct,2025-06-19,12348.78
ORD02857,CUST6585,67,Male,Kolkata,WB,PROD677,Fashion,BrandA,1,2842.1,20,No,UPI,Delivered,3,14,43,1,WH-A,Website,24.34,0,Facebook,2024-01-30,2273.68
ORD02858,CUST7046,58,Male,Hyderabad,DL,PROD401,Electronics,BrandC,5,2556.05,30,Yes,UPI,Cancelled,4,12,41,0,WH-B,Website,5.07,1,Email,2024-05-19,8946.17
ORD02859,CUST5945,31,Female,Chennai,TS,PROD217,Sports,BrandD,3,3944.54,0,Yes,UPI,Delivered,5,9,33,0,WH-A,Website,22.09,0,Google,2025-04-08,11833.62
ORD02860,CUST8927,22,Other,Kolkata,MH,PROD836,Sports,BrandA,3,2811.21,25,No,Card,Shipped,4,4,44,1,WH-C,Website,27.74,0,Email,2025-01-06,6325.22
ORD02861,CUST8016,28,Female,Bangalore,WB,PROD250,Books,BrandA,1,4304.24,25,No,Card,Delivered,5,1,30,0,WH-C,Website,25.33,0,Google,2025-10-13,3228.18
ORD02862,CUST8758,57,Other,Bangalore,TN,PROD266,Books,BrandB,1,604.21,30,Yes,COD,Delivered,2,8,40,0,WH-A,Website,18.24,1,Direct,2024-01-21,422.95
ORD02863,CUST6086,22,Female,Bangalore,KA,PROD706,Beauty,BrandA,5,3903.05,15,No,Net Banking,Shipped,3,3,13,0,WH-B,Mobile App,38.55,1,Email,2024-03-25,16587.96
ORD02864,CUST8161,46,Female,Bangalore,DL,PROD871,Home,BrandC,4,902.79,30,No,UPI,Delivered,5,1,30,1,WH-A,Website,32.83,0,Instagram,2025-10-03,2527.81
ORD02865,CUST2884,28,Other,Mumbai,TS,PROD524,Books,BrandD,3,1203.63,25,Yes,Net Banking,Returned,4,3,58,1,WH-A,Website,34.61,1,Facebook,2024-12-12,2708.17
ORD02866,CUST2809,22,Male,Bangalore,DL,PROD870,Home,BrandA,4,979.31,25,No,UPI,Delivered,4,2,19,0,WH-C,Mobile App,18.76,1,Instagram,2025-07-07,2937.93
ORD02867,CUST4167,66,Other,Bangalore,WB,PROD536,Electronics,BrandD,3,1268.26,0,No,Net Banking,Cancelled,4,10,20,1,WH-A,Website,9.3,1,Email,2024-01-25,3804.78
ORD02868,CUST7352,49,Male,Hyderabad,TS,PROD731,Books,BrandC,1,3685.97,25,Yes,Net Banking,Cancelled,3,7,38,0,WH-A,Mobile App,11.91,1,Google,2024-03-15,2764.48
ORD02869,CUST7056,53,Male,Hyderabad,WB,PROD173,Fashion,BrandC,1,3311.13,20,No,Card,Returned,5,12,53,1,WH-B,Website,20.33,0,Instagram,2024-01-17,2648.9
ORD02870,CUST3437,32,Female,Kolkata,MH,PROD461,Beauty,BrandD,1,1225.93,5,No,COD,Returned,5,13,4,1,WH-A,Mobile App,15.33,1,Instagram,2025-03-15,1164.63
ORD02871,CUST7468,36,Female,Bangalore,TN,PROD195,Home,BrandC,5,1423.86,15,No,UPI,Returned,3,6,54,0,WH-C,Mobile App,19.34,1,Google,2025-03-23,6051.4
ORD02872,CUST6951,39,Female,Bangalore,TS,PROD391,Beauty,BrandD,3,586.54,20,Yes,COD,Cancelled,1,9,23,0,WH-C,Website,13.4,0,Facebook,2025-05-10,1407.7
ORD02873,CUST6276,51,Female,Kolkata,TS,PROD276,Fashion,BrandB,1,2130.73,20,Yes,Net Banking,Returned,2,11,25,1,WH-C,Website,39.9,0,Direct,2025-03-12,1704.58
ORD02874,CUST9859,34,Female,Bangalore,DL,PROD126,Sports,BrandC,5,1955.07,20,Yes,Net Banking,Shipped,3,13,11,1,WH-B,Website,16.23,0,Email,2024-01-15,7820.28
ORD02875,CUST8818,29,Other,Bangalore,DL,PROD920,Fashion,BrandB,4,814.5,30,No,UPI,Cancelled,4,2,31,1,WH-A,Mobile App,12.72,0,Direct,2025-08-17,2280.6
ORD02876,CUST5728,42,Other,Chennai,KA,PROD404,Sports,BrandA,5,4189.66,15,Yes,COD,Returned,1,11,12,0,WH-C,Website,31.95,1,Instagram,2025-08-23,17806.06
ORD02877,CUST3624,34,Other,Mumbai,TS,PROD822,Fashion,BrandA,5,4277.72,20,No,Net Banking,Returned,5,8,41,1,WH-B,Mobile App,19.74,0,Facebook,2025-09-29,17110.88
ORD02878,CUST6738,27,Other,Kolkata,DL,PROD969,Beauty,BrandB,2,634.33,25,No,UPI,Shipped,2,3,34,0,WH-A,Website,9.15,1,Instagram,2025-09-17,951.5
ORD02879,CUST5232,45,Female,Chennai,DL,PROD868,Fashion,BrandA,4,1405.19,5,Yes,COD,Shipped,4,5,57,0,WH-B,Website,9.7,1,Email,2024-07-02,5339.72
ORD02880,CUST6793,35,Other,Hyderabad,MH,PROD929,Books,BrandA,2,3706.84,25,Yes,Net Banking,Delivered,4,11,30,0,WH-C,Website,22.36,1,Email,2024-02-01,5560.26
ORD02881,CUST5523,68,Other,Delhi,KA,PROD304,Home,BrandA,3,4362.84,20,Yes,Card,Shipped,4,13,44,0,WH-B,Mobile App,19.86,0,Facebook,2024-07-23,10470.82
ORD02882,CUST6571,35,Male,Delhi,DL,PROD966,Home,BrandA,5,451.2,10,Yes,Card,Delivered,3,9,16,1,WH-B,Mobile App,18.26,1,Email,2024-10-01,2030.4
ORD02883,CUST3224,62,Female,Hyderabad,DL,PROD677,Electronics,BrandC,5,4521.61,0,Yes,COD,Shipped,5,9,32,1,WH-A,Website,30.01,1,Google,2024-02-19,22608.05
ORD02884,CUST9389,49,Other,Mumbai,TN,PROD761,Books,BrandA,5,402.02,30,Yes,Net Banking,Shipped,1,1,48,0,WH-C,Mobile App,36.67,1,Email,2024-01-21,1407.07
ORD02885,CUST7091,31,Other,Delhi,TS,PROD778,Home,BrandC,5,3205.54,10,Yes,Card,Cancelled,2,2,36,1,WH-A,Mobile App,26.95,0,Instagram,2025-04-10,14424.93
ORD02886,CUST9662,33,Other,Mumbai,DL,PROD319,Home,BrandD,2,208.17,25,Yes,Net Banking,Delivered,4,6,18,0,WH-A,Website,25.05,1,Facebook,2024-05-15,312.26
ORD02887,CUST7361,67,Female,Delhi,MH,PROD399,Sports,BrandA,3,4648.5,5,Yes,Card,Delivered,3,13,8,0,WH-A,Website,21.12,1,Email,2024-11-09,13248.22
ORD02888,CUST2948,35,Other,Delhi,DL,PROD357,Books,BrandD,2,1833.08,5,Yes,Card,Delivered,3,1,31,0,WH-B,Mobile App,27.27,0,Facebook,2025-07-20,3482.85
ORD02889,CUST8094,33,Male,Chennai,TS,PROD814,Beauty,BrandB,5,3279.14,0,No,UPI,Shipped,2,2,36,1,WH-C,Mobile App,36.51,1,Instagram,2024-02-04,16395.7
ORD02890,CUST7318,34,Female,Delhi,DL,PROD339,Beauty,BrandB,3,1004.65,5,No,UPI,Delivered,1,10,13,1,WH-A,Website,13.67,0,Direct,2024-02-20,2863.25
ORD02891,CUST4796,24,Male,Hyderabad,WB,PROD926,Sports,BrandC,4,1674.15,5,No,Card,Delivered,3,8,18,0,WH-A,Website,37.7,0,Email,2025-12-07,6361.77
ORD02892,CUST1234,29,Female,Mumbai,DL,PROD328,Home,BrandB,2,3761.76,20,No,Net Banking,Delivered,3,6,35,1,WH-B,Mobile App,35.14,1,Facebook,2025-10-31,6018.82
ORD02893,CUST4607,51,Other,Bangalore,KA,PROD573,Fashion,BrandC,1,4867.68,0,No,COD,Shipped,5,10,57,1,WH-C,Mobile App,20.42,1,Email,2024-12-28,4867.68
